1 0.9707910446 0.2399265465
2 0.1880013088 -0.9821687777
3 0.8351037998 0.5500923955
4 -0.6711855588 -0.7412893805
5 0.9961936250 0.0871680074
6 0.9206212426 -0.3904568192
7 -0.8954537909 0.4451544769
8 -0.0193915265 0.9998119667
9 0.3683272231 0.9296962174
10 -0.8601806103 0.5099895270
11 0.9964468227 0.0842242813
12 -0.5955212179 -0.8033395789
13 0.6816504309 -0.7316779962
14 -0.7743611354 -0.6327438913
15 0.3563697212 -0.9343450229
16 0.4624308742 -0.8866553370
17 -0.1358193251 0.9907336226
18 0.5170042879 -0.8559828072
19 -0.2030417612 0.9791700788
20 0.6455763644 0.7636957233
21 -0.2198581465 -0.9755318526
22 -0.9851488458 0.1717025088
23 -0.9374531144 -0.3481115600
24 -0.7524977496 0.6585948200
25 0.9324045506 -0.3614163166
26 0.8726780785 0.4882959873
27 0.8679067525 -0.4967271574
28 0.5519894790 0.8338510749
29 -0.9390528301 0.3437728644
30 0.2358515573 0.9717890938
31 0.4557074626 0.8901296021
32 -0.9956805751 -0.0928449906
33 0.7819897054 -0.6232913449
34 0.8872137083 -0.4613586846
