1 -0.9228766382 0.6719571045
2 0.5602009210 -0.0006854145
3 -0.8145924893 0.6419278208
4 0.2657853730 0.8687763212
5 -0.9722183034 0.5896237474
6 0.8723170722 -0.0768297956
7 -0.1468512365 -0.2946203886
8 -0.4938270985 -0.7828151491
9 -0.6200693874 0.9695530660
10 -0.1703507341 -0.6978834549
11 -0.9731587805 -0.4431757411
12 0.2969455696 0.3982590889
13 0.7387374919 0.2954054760
14 0.2180714069 -0.5529269117
15 0.6159856378 0.6036970708
16 0.6530226608 0.0242246212
17 -0.4566333325 -0.8426752425
18 0.6729528818 -0.9316804780
19 -0.4349172801 0.1323026144
20 -0.7233827947 -0.7006528802
21 0.4294405478 -0.5175339575
22 -0.0549267849 -0.9330285457
23 0.1131769617 0.3118488721
24 -0.2288488535 0.7088560687
25 0.8822933201 -0.6004924143
26 -0.8376186490 0.6141049755
27 0.8345349685 -0.8491070239
28 -0.6861311494 0.2720687732
29 -0.1117050269 0.6616863845
30 -0.5757879137 -0.4169569235
31 -0.6506136826 -0.0486096972
32 0.0295961034 -0.6519512580
33 0.7857950761 0.9059363300
34 0.8473621348 -0.9178080971
